word,j_count,e_count,p_count,total_count,j_rate_per_10k,e_rate_per_10k,p_rate_per_10k,j_share,e_share,p_share,j_expected,e_expected,p_expected,j_log2_enrichment,e_log2_enrichment,p_log2_enrichment,j_woe_bits,e_woe_bits,p_woe_bits,j_signed_info_bits,e_signed_info_bits,p_signed_info_bits,j_vs_e_woe_bits,j_vs_e_signed_info_bits,j_vs_p_woe_bits,j_vs_p_signed_info_bits,e_vs_p_woe_bits,e_vs_p_signed_info_bits,characteristic_source,characteristic_info_bits,global_surprise_bits,g2,p_value,q_value,significant_fdr_0_05,suspected_extraction_fragment,headline_reliable
shuni,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
hawk,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
mo,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,True,False
scabbed,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
sprinkled,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
razor,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
inspect,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
twenty-eight,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
mahli,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
omer-ful,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
aligned,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
ashbel,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
firstling,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
becher,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
divorc,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
hairless,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
hori,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
amen,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
engravings,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
winepress,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
sidewalls,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
yl,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,True,False
pollute,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
kadesh-barnea,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
layer,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
shuthelah,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
ataroth,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
ointment,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
jas,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
profanes,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
closest,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
pe,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,True,False
thirty-three,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
doubles,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
winged,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
entirely,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
untrimmed,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
drawers,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
falsehood,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
mail,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
gleaning,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
serpent,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
choice,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
buys,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
sworn,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
prominent,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
detest,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
sits,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
pushed,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
afflict,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
accept,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
fifty-four,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
fifteenth,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
twenty-four,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
wooden,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
amram's,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
inward,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
korahites,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
seventy-three,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
nebo,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
villages,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
pi-hahiroth,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
horse,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
sixty-two,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
hazar-enan,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
arba,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
ewe-lamb,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
ra,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,True,False
donations,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
object,0,0,2,2,0,0,0.3014681499,0,0,1,0.4247719836,0.4204901483,1.154737868,-0.5721154415,-0.557498827,0.3070077838,-0.431181409,-0.4126487711,1.871880903,-0.6888786483,-0.681046129,1.584869222,-0.01461631348,0,-0.8791854034,-0.9038230928,-0.8645690899,-0.8959905735,P,1.584869222,1.584869222,2.197095265,0.333354886,0.4455087666,False,False,False
